show_id,arena_id,sagir_id,dog_name_he,dog_name_en,breed_code,breed_name_he,class_id,order_id
1526,2503,1026344,Voodo,,1,"כלב רועים גרמני קצר שיער",390555,0
1526,2503,1026346,Karma,,1,"כלב רועים גרמני קצר שיער",390555,0
1526,2503,1024947,fabia,,1,"כלב רועים גרמני קצר שיער",390557,0
1526,2503,1017458,EROS,,1,"כלב רועים גרמני קצר שיער",390562,0
1526,2503,1019469,kimbo,,1,"כלב רועים גרמני קצר שיער",390562,0
1526,2503,1017462,ENDORRA,,1,"כלב רועים גרמני קצר שיער",390563,0
1526,2503,149234,טייסון,Tyson,1,"כלב רועים גרמני קצר שיער",390564,0
1526,2503,1004080,,LEO,1,"כלב רועים גרמני קצר שיער",390564,0
1526,2503,1017787,,Soya,1,"כלב רועים גרמני קצר שיער",390565,0
1526,2503,1026316,,"Jade Von Nurburgring",1,"כלב רועים גרמני קצר שיער",390565,0
1526,2503,1019518,"BELL - בל",,1,"כלב רועים גרמני קצר שיער",390565,0
1526,2503,1001072,,"Aleah Team Pertect Kennel",1,"כלב רועים גרמני קצר שיער",390565,0
1526,2503,1017460,ERIKA,,1,"כלב רועים גרמני קצר שיער",390565,0
1526,2503,1003052,לוקה,Luca,1,"כלב רועים גרמני קצר שיער",390565,0
1526,2503,148231,"זואי עמליה","Zoe Amalia",1,"כלב רועים גרמני קצר שיער",390567,0
1526,2503,1000242,,"Team del sol Nascente SHANDO",1,"כלב רועים גרמני קצר שיער",390568,0
1526,2503,148977,,Charisma,1,"כלב רועים גרמני קצר שיער",390569,0
1526,2503,1024449,,"Budapest of Kutlaca Skylight",10,"כלב צאן אנגלי עתיק ",390576,0
1526,2503,1017878,"Bonanza of blue sky",,10,"כלב צאן אנגלי עתיק ",390579,0
1526,2503,146536,,"Billy Of Blue Sky",10,"כלב צאן אנגלי עתיק ",390585,0
1526,2503,1021978,"Latin Lover",,15,"קולי ארוך שיער ",390608,0
1526,2503,1021980,"Love Is In The Air",,15,"קולי ארוך שיער ",390609,0
1526,2503,1016677,,"Windy Lands Wish Upon A Star",15,"קולי ארוך שיער ",390610,0
1526,2503,1019017,"Look at Me",,15,"קולי ארוך שיער ",390610,0
1526,2503,1019455,Improver,,15,"קולי ארוך שיער ",390610,0
1526,2503,1019018,Luminous,,15,"קולי ארוך שיער ",390611,0
1526,2503,152905,"Denver Col'Sasson","Denver Col'Sasson",15,"קולי ארוך שיער ",390612,0
1526,2503,1004007,,"Silence Is Gold Du Clos De Sea-Wind",15,"קולי ארוך שיער ",390612,0
1526,2503,1021368,,"Nyitramenti Gewinner Of Radway",15,"קולי ארוך שיער ",390612,0
1526,2503,1002664,PANDA,,15,"קולי ארוך שיער ",390613,0
1526,2503,151663,,"Fancy Face",15,"קולי ארוך שיער ",390613,0
1526,2503,18713,,"Classic Scots NCampbell",15,"קולי ארוך שיער ",390613,0
1526,2503,18064,,"Daliyhaa Kings Huzzar",15,"קולי ארוך שיער ",390616,0
1526,2503,146563,"Kesem Me Andi Kindred Spirit","Kesem Me Andi Kindred Spirit",15,"קולי ארוך שיער ",390616,0
1526,2503,125770,,Kismet,15,"קולי ארוך שיער ",390619,0
1526,2503,1025519,,"jelly bean",16,"כלב רועים שטלנדי ",390623,0
1526,2503,1024637,,Julia,16,"כלב רועים שטלנדי ",390625,0
1526,2503,1017103,"LORD LUX",,16,"כלב רועים שטלנדי ",390626,0
1526,2503,1017670,"פלוקי floki",,16,"כלב רועים שטלנדי ",390626,0
1526,2503,1004438,"Gold Prince",,16,"כלב רועים שטלנדי ",390628,0
1526,2503,1016330,"Midnight Beuty",,16,"כלב רועים שטלנדי ",390629,0
1526,2503,1025828,"UBERTINA NB",,20,"וולש קורגי פמברוק ",390685,0
1526,2503,1021867,מיילו,,20,"וולש קורגי פמברוק ",390688,0
1526,2503,1017954,"Irving Pumpkintwist",,20,"וולש קורגי פמברוק ",390688,0
1526,2503,1026379,,"Ak-Magash Violet",20,"וולש קורגי פמברוק ",390689,0
1526,2503,1021806,,"Dev Dogs Elven Princess Zelda",20,"וולש קורגי פמברוק ",390689,0
1526,2503,1022728,"Cheri Lady",,20,"וולש קורגי פמברוק ",390689,0
1526,2503,1009536,"Andantino Con Espressione",,20,"וולש קורגי פמברוק ",390690,0
1526,2503,1020562,,"Mateo De Alicante",20,"וולש קורגי פמברוק ",390690,0
